;Date;data;product
0;2015-01-31;8,450182456144663;Acerola
1;2015-02-28;7,907688521841739;Acerola
2;2015-03-31;7,940330868376324;Acerola
3;2015-04-30;8,051910798802002;Acerola
4;2015-05-31;7,863673484457181;Acerola
5;2015-06-30;7,898836425305415;Acerola
6;2015-07-31;8,363090738622095;Acerola
7;2015-08-31;7,869144624332666;Acerola
8;2015-09-30;8,295593295150347;Acerola
9;2015-10-31;8,335015289335379;Acerola
10;2015-11-30;7,867628332261485;Acerola
11;2015-12-31;8,494125624833577;Acerola
12;2016-01-31;8,266250692012113;Acerola
13;2016-02-29;8,262062356597017;Acerola
14;2016-03-31;8,143762812017547;Acerola
15;2016-04-30;8,330376056494673;Acerola
16;2016-05-31;8,627550047954095;Acerola
17;2016-06-30;8,459524841381654;Acerola
18;2016-07-31;8,482653255848641;Acerola
19;2016-08-31;8,429753473499774;Acerola
20;2016-09-30;8,527400934102515;Acerola
21;2016-10-31;8,106306379019342;Acerola
22;2016-11-30;8,57384352759211;Acerola
23;2016-12-31;8,269438560562067;Acerola
24;2017-01-31;8,251652990624878;Acerola
25;2017-02-28;8,04846869762763;Acerola
26;2017-03-31;8,440318625932614;Acerola
27;2017-04-30;8,421895091556985;Acerola
28;2017-05-31;8,441862103144375;Acerola
29;2017-06-30;8,394792032261504;Acerola
30;2017-07-31;8,633799614007602;Acerola
31;2017-08-31;8,418114187519405;Acerola
32;2017-09-30;8,688845112994311;Acerola
33;2017-10-31;8,441576577996447;Acerola
34;2017-11-30;8,743553474191446;Acerola
35;2017-12-31;8,45545089339132;Acerola
36;2018-01-31;8,535055920117626;Acerola
37;2018-02-28;8,365736360414234;Acerola
38;2018-03-31;8,576519953345189;Acerola
39;2018-04-30;8,572207028231185;Acerola
40;2018-05-31;8,838358722510826;Acerola
41;2018-06-30;8,625554724946172;Acerola
42;2018-07-31;8,91649048175475;Acerola
43;2018-08-31;8,816190509465523;Acerola
44;2018-09-30;8,785912784264434;Acerola
45;2018-10-31;8,787230138293442;Acerola
46;2018-11-30;8,935387081464432;Acerola
47;2018-12-31;8,780599450868648;Acerola
48;2019-01-31;8,993647493505309;Acerola
49;2019-02-28;8,443696025724002;Acerola
50;2019-03-31;8,772403140506803;Acerola
51;2019-04-30;8,682089993526064;Acerola
52;2019-05-31;8,930248309573868;Acerola
53;2019-06-30;9,078792378590427;Acerola
54;2019-07-31;9,246154182646148;Acerola
55;2019-08-31;9,26989857366379;Acerola
56;2019-09-30;9,339000156908776;Acerola
57;2019-10-31;9,308624646239739;Acerola
58;2019-11-30;9,089740078155952;Acerola
59;2019-12-31;9,149052180834023;Acerola
60;2020-01-31;9,194318662578894;Acerola
61;2020-02-29;8,888650023273684;Acerola
62;2020-03-31;9,062658107802124;Acerola
63;2020-04-30;9,010154775504406;Acerola
64;2020-05-31;9,358868397856375;Acerola
65;2020-06-30;9,34899295786107;Acerola
66;2020-07-31;9,431953128732635;Acerola
67;2020-08-31;9,39391174566766;Acerola
68;2020-09-30;9,598721977308273;Acerola
69;2020-10-31;;Acerola
70;2020-11-30;;Acerola
71;2020-12-31;;Acerola
72;2015-01-31;107,71935759184606;Ananas
73;2015-02-28;102,93084085928763;Ananas
74;2015-03-31;109,47531228546463;Ananas
75;2015-04-30;97,69337746234388;Ananas
76;2015-05-31;93,77787585566223;Ananas
77;2015-06-30;108,61825813370422;Ananas
78;2015-07-31;106,10413752535763;Ananas
79;2015-08-31;115,18697843072364;Ananas
80;2015-09-30;109,54327911834665;Ananas
81;2015-10-31;121,08620895874147;Ananas
82;2015-11-30;115,04168809609847;Ananas
83;2015-12-31;114,2069174787587;Ananas
84;2016-01-31;110,68425362263595;Ananas
85;2016-02-29;109,87401876694963;Ananas
86;2016-03-31;112,31093446321249;Ananas
87;2016-04-30;107,07929771902685;Ananas
88;2016-05-31;109,16373024040541;Ananas
89;2016-06-30;128,72270196045451;Ananas
90;2016-07-31;133,3068040274014;Ananas
91;2016-08-31;131,63100698543636;Ananas
92;2016-09-30;128,05057594560046;Ananas
93;2016-10-31;118,47566838807029;Ananas
94;2016-11-30;127,30104477183208;Ananas
95;2016-12-31;131,86891218175722;Ananas
96;2017-01-31;129,36909986546243;Ananas
97;2017-02-28;121,44991560309954;Ananas
98;2017-03-31;140,60474387445117;Ananas
99;2017-04-30;115,94250299178466;Ananas
100;2017-05-31;127,5894274616827;Ananas
101;2017-06-30;125,70116944563397;Ananas
102;2017-07-31;127,4747033728653;Ananas
103;2017-08-31;137,0690555887798;Ananas
104;2017-09-30;133,37349061938804;Ananas
105;2017-10-31;136,835850565559;Ananas
106;2017-11-30;134,7169477088907;Ananas
